269,de,Netzwerk & Konnektivität,Wie verwende ich eine WLAN-Verbindung nur für ihre eigenen Netzwerkressourcen?,"nur Netzwerk, lokale Ressourcen, keine Standardroute","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf ein Netzwerk, wählen Sie den Reiter IPv4 oder IPv6 und aktivieren Sie Diese Verbindung nur für Ressourcen in seinem Netzwerk verwenden. Dies verhindert dass die Verbindung Ihre Standardroute wird.",yes
270,de,Netzwerk & Konnektivität,Wie zeige ich WLAN-Sicherheitseinstellungen an oder ändere sie?,"WLAN-Sicherheit, WLAN-Passwort, WPA, WPA2, WPA3","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf ein Netzwerk und wählen Sie den Reiter Sicherheit. Hier können Sie den Sicherheitstyp (z.B. WPA & WPA2 Personal) sehen und das Passwort aktualisieren. Aktivieren Sie Passwort anzeigen um das aktuelle Passwort anzuzeigen.",yes
271,de,Netzwerk & Konnektivität,Wie ändere ich mein gespeichertes WLAN-Passwort?,"WLAN-Passwort ändern, WLAN-Passwort aktualisieren, falsches Passwort","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf das gespeicherte Netzwerk, wählen Sie den Reiter Sicherheit, geben Sie das neue Passwort in das Passwortfeld ein und tippen Sie auf Anwenden um zu speichern.",yes
272,de,Einstellungen,Wie greife ich auf Quick Settings auf FuriOS zu?,"Quick Settings, Benachrichtigungsbereich, nach unten wischen, Schalter",Von oben des Bildschirms nach unten wischen um das Quick Settings Panel zu öffnen. Hier können Sie WLAN   Bluetooth Taschenlampe  Hotspot umschalten und Benachrichtigungen anzeigen. Nach unten wischen um für weitere Optionen zu expandieren.,yes
273,de,Hardware-Funktionen,Wie schalte ich die Taschenlampe/Fackel auf FuriOS ein?,"Taschenlampe, Fackel, LED-Licht",Von oben des Bildschirms nach unten wischen um Quick Settings zu öffnen   dann tippen Sie auf das Taschenlampen-Symbol um die Taschenlampe einzuschalten. Tippen Sie erneut um sie auszuschalten.,yes
274,de,Einstellungen,Wie lösche ich Benachrichtigungen auf FuriOS?,"Benachrichtigungen löschen, Benachrichtigungen verwerfen, Benachrichtigungen entfernen",Von oben des Bildschirms nach unten wischen um den Benachrichtigungsbereich zu öffnen. Tippen Sie auf Alle löschen oben rechts um alle Benachrichtigungen auf einmal zu verwerfen. Sie können auch einzelne Benachrichtigungen nach links oder rechts wischen um sie zu verwerfen.,yes
275,de,Netzwerk & Konnektivität,Wie schalte ich Hotspot schnell über das Benachrichtigungsbereich um?,"schneller Hotspot, Hotspot umschalten, Hotspot-Verknüpfung",Von oben des Bildschirms nach unten wischen um Quick Settings zu öffnen. Tippen Sie auf das Hotspot-Symbol um es schnell ein- oder auszuschalten ohne in die Einstellungen zu gehen.,yes
276,de,Einstellungen,Welche Quick Toggles sind im FuriOS-Benachrichtigungsbereich verfügbar?,"Quick Toggles, Benachrichtigungs-Toggles, schneller Zugriff","Das Quick Settings Panel (von oben nach unten wischen) enthält Umschalter für: WLAN, Bluetooth, Taschenlampe (Taschenlampe), Hotspot und zeigt das aktuelle Datum und den Batterieprozentsatz.",yes
277,de,Allgemein,Wo werden Screenshots auf FuriOS gespeichert?,"Screenshot-Speicherort, Screenshot-Ordner, gespeicherte Screenshots",Screenshots auf FuriOS werden unter /home/furios/Pictures/Screenshots/ gespeichert. Wenn Sie einen Screenshot machen erscheint eine Benachrichtigung mit dem vollständigen Pfad zur gespeicherten Datei.,yes
278,de,Netzwerk & Konnektivität,Welche Reiter sind beim Anzeigen von WLAN-Netzwerkeinstellungen verfügbar?,"WLAN-Reiter, Netzwerkeinstellungs-Reiter, WLAN-Optionen","Wenn Sie in den Einstellungen auf ein WLAN-Netzwerk tippen können Sie auf diese Reiter zugreifen: Details (Verbindungsinfo), Identität (BSSID, MAC), IPv4 (IP-Konfiguration), IPv6 (IPv6-Konfiguration) und Sicherheit (Passwort und Verschlüsselung).",yes
279,de,Netzwerk & Konnektivität,Wie greife ich auf Netzwerkeinstellungen auf FuriOS zu?,"Netzwerkeinstellungen, VPN, Proxy",Gehen Sie zu Einstellungen > Netzwerk. Hier können Sie VPN-Verbindungen und Proxy-Einstellungen konfigurieren.,yes
280,de,Allgemein,Wie richte ich ein VPN auf FuriOS ein?,"VPN, VPN hinzufügen, VPN-Setup","Gehen Sie zu Einstellungen > Netzwerk > VPN und tippen Sie auf die + Schaltfläche. Wählen Sie Ihren VPN-Typ: L2TP, OpenVPN, PPTP, SSTP, Cisco-kompatibel (vpnc) oder WireGuard. Sie können auch eine VPN-Konfiguration aus einer Datei importieren.",yes
281,de,Support,Welche VPN-Typen werden auf FuriOS unterstützt?,"VPN-Typen, VPN-Protokolle, VPN-Optionen","FuriOS unterstützt: L2TP (Layer 2 Tunneling Protocol), OpenVPN, PPTP (Point-to-Point Tunneling), SSTP (Secure Socket Tunneling), Cisco-kompatibeles VPN (vpnc) und WireGuard. Sie können auch VPN-Konfigurationen aus einer Datei importieren.",yes
282,de,Allgemein,Wie richte ich WireGuard VPN auf FuriOS ein?,"WireGuard, WireGuard VPN, WireGuard-Setup","Gehen Sie zu Einstellungen > Netzwerk > VPN, tippen Sie auf + und wählen Sie WireGuard. Geben Sie den Verbindungsnamen, Schnittstellennamen, privaten Schlüssel, Listen-Port (Standard 51820) ein und konfigurieren Sie Ihre Peers. Sie können auch MTU und fwmark Werte einstellen.",yes
283,de,Netzwerk & Konnektivität,Wie konfiguriere ich einen Netzwerk-Proxy auf FuriOS?,"Proxy, Netzwerk-Proxy, Proxy-Einstellungen",Gehen Sie zu Einstellungen > Netzwerk > Proxy. Aktivieren Sie Netzwerk-Proxy und setzen Sie die Konfiguration auf Automatisch. Geben Sie die Konfigurations-URL für Ihren Proxy-Server ein.,yes
284,de,Speicher & Wiederherstellung,Wie importiere ich eine VPN-Konfigurationsdatei?,"VPN importieren, VPN-Datei, VPN-Konfigurationsdatei","Gehen Sie zu Einstellungen > Netzwerk > VPN, tippen Sie auf + und wählen Sie Aus Datei importieren... um eine vorhandene VPN-Konfigurationsdatei zu importieren.",yes
285,de,Netzwerk & Konnektivität,Wie greife ich auf Mobilfunknetzwerk-Einstellungen zu?,"Mobilfunknetzwerk, Mobilfunk, Mobilfunkdaten, SIM","Gehen Sie zu Einstellungen > Mobilfunknetzwerk. Hier können Sie Mobilfunkdaten, Datenroaming, aktivierte Bänder, IP-Konfiguration, Access Point Namen (APN), MMS-Einstellungen, SIM-Sperre und Modem-Details verwalten.",yes
286,de,Netzwerk & Konnektivität,Wie schalte ich Mobilfunkdaten auf FuriOS ein?,"Mobilfunkdaten, Mobilfunkdaten, Daten ein",Gehen Sie zu Einstellungen > Mobilfunknetzwerk und schalten Sie Mobilfunkdaten ein um Daten über Ihr Mobilfunknetzwerk zu nutzen.,yes
287,de,Allgemein,Wie aktiviere ich Datenroaming auf FuriOS?,"Datenroaming, Roaming, internationale Daten",Gehen Sie zu Einstellungen > Mobilfunknetzwerk und schalten Sie Datenroaming ein um Mobilfunkdaten zu nutzen wenn Sie im Roaming bei anderen Netzwerken sind.,yes
288,de,Einstellungen,Wie konfiguriere ich MMS-Einstellungen auf FuriOS?,"MMS, Multimedia-Nachrichten, MMS-Einstellungen, Bildnachrichten","Gehen Sie zu Einstellungen > Mobilfunknetzwerk > Multimedia-Nachrichtendienst. Geben Sie den Nachrichtenproxy, Nachrichtenzentrale (MMSC) URL, Access Point Name (APN), Benutzername und Passwort für Ihren Netzbetreiber ein.",yes
289,de,Netzwerk & Konnektivität,Wie sperre ich meine SIM-Karte mit einer PIN?,"SIM-Sperre, SIM-PIN, SIM sperren",Gehen Sie zu Einstellungen > Mobilfunknetzwerk > SIM-Sperre und schalten Sie SIM mit PIN sperren ein. Sie müssen eine PIN eingeben die jedes Mal erforderlich ist wenn das Gerät startet.,yes
290,de,Netzwerk & Konnektivität,Wie zeige ich Modem-Details auf FuriOS an?,"Modem-Details, IMEI, Netzwerkstatus, Signalstärke","Gehen Sie zu Einstellungen > Mobilfunknetzwerk > Modem-Details. Dies zeigt Netzbetreiber, Netzwerktyp (z.B. LTE), Signalstärke, Netzwerkstatus, IMS-Registrierung, Voice/SMS-Fähigkeit, Hersteller, Modell, Firmware-Version und IMEI.",yes
291,de,Allgemein,Wie finde ich meine IMEI-Nummer auf FuriOS?,"IMEI, IMEI-Nummer, Geräte-ID",Gehen Sie zu Einstellungen > Mobilfunknetzwerk > Modem-Details. Ihre IMEI-Nummer wird am unteren Ende des Modem-Informationsbildschirms angezeigt.,yes
292,de,Netzwerk & Konnektivität,Wie wähle ich ein Mobilfunknetzwerk manuell aus?,"Netzwerkauswahl, manuelles Netzwerk, Netzbetreiber-Auswahl",Gehen Sie zu Einstellungen > Mobilfunknetzwerk > Netzwerk. Deaktivieren Sie Automatisch um manuell aus verfügbaren Netzwerken auszuwählen.,yes
293,de,Netzwerk & Konnektivität,Wie verbinde ich ein Bluetooth-Gerät mit FuriOS?,"Bluetooth, Bluetooth koppeln, Bluetooth verbinden",Gehen Sie zu Einstellungen > Bluetooth. Stellen Sie sicher dass Bluetooth aktiviert ist. Verfügbare Geräte werden in der Liste angezeigt - tippen Sie auf ein Gerät um es zu koppeln und zu verbinden.,yes
294,de,Netzwerk & Konnektivität,Kann ich Dateien über Bluetooth auf FuriOS empfangen?,"Bluetooth-Dateiübertragung, Dateien über Bluetooth empfangen",Ja! Gehen Sie zu Einstellungen > Bluetooth und stellen Sie sicher dass Bluetooth an ist. Ihr Gerät ist jetzt sichtbar und verfügbar für Bluetooth-Dateiübertragungen. Übertragene Dateien werden im Downloads-Ordner platziert.,yes
295,de,Einstellungen,Wie ändere ich die Skalierung auf FuriOS?,"Anzeigeskalierungsfaktor, Bildschirmskalierung, Zoom, Größe der Benutzeroberfläche","Gehen Sie zu Einstellungen > Bildschirme und passen Sie den Skalierungsfaktor an. Optionen umfassen 100%, 125%, 150%, 175% und 200%.",yes
296,de,Einstellungen,Was ist die FLX1s-Bildschirmauflösung und Bildwiederholfrequenz?,"Bildschirmauflösung, Bildwiederholfrequenz, Anzeigemerkmale",Der FLX1s hat eine Auflösung von 720 x 1600 mit einer Bildwiederholfrequenz von 90 Hz. Sehen Sie dies unter Einstellungen > Anzeigen.,yes
297,de,Allgemein,Wie aktiviere ich den Nachtmodus auf FuriOS?,"Nachtmodus, Blaulichtfilter, Augenstress, warmer Bildschirm",Gehen Sie zu Einstellungen > Bildschirme > Nachtmodus. Schalten Sie Nachtmodus ein und passen Sie den Regler Farbtemperatur an. Der Nachtmodus macht den Bildschirm wärmer gefärbt um Augenstress und Schlafprobleme zu verhindern.,yes
298,de,Allgemein,Wie aktiviere ich Wake-Gesten auf FuriOS?,"Wake-Geste, Neigen zum Aufwachen, Heben zum Aufwachen",Gehen Sie zu Einstellungen > Bildschirme und schalten Sie Wake-Geste ein um den Wake-Gesten-Sensor zu aktivieren. Sie können auch Neigen zum Aufwachen aktivieren um den Bildschirm zu aktivieren indem Sie das Gerät neigen.,yes
299,de,Einstellungen,Welche Anzeigeoptionen sind auf FuriOS verfügbar?,"Anzeigenanpassung, lebendiger Modus, HDR, Schärfe","Gehen Sie zu Einstellungen > Bildschirme > Anzeigenanpassung. Optionen umfassen: PQ-Modus (lebhaft), Anzeigefarbe, Inhaltsfarbe, Inhaltsfarbe Video, Schärfe, dynamischer Kontrast, dynamische Schärfe, Anzeigeverbindung, ISO-adaptive Schärfe, Ultra-Auflösung und Video-HDR.",yes
300,de,Einstellungen,Wie ändere ich das Soundausgabegerät auf FuriOS?,"Soundausgabe, Lautsprecher, Audioausgabe, Hörer","Gehen Sie zu Einstellungen > Audio und ändern Sie das Dropdown Ausgabegerät. Optionen umfassen: Zum Lautsprecher ausgeben, Parkierungsport, Zum Hörer ausgeben und Keine Ausgabe.",yes
301,de,Einstellungen,Wie ändere ich die Mikrofoneingabe auf FuriOS?,"Mikrofon, Eingabegerät, Mikrofon-Einstellungen","Gehen Sie zu Einstellungen > Audio und ändern Sie das Dropdown Eingabegerät. Optionen umfassen: Vom eingebauten Mikrofon eingeben, Parkierungsport, Vom hinteren Mikrofon eingeben, Vom Sprachanruf eingeben und Keine Eingabe.",yes
302,de,Einstellungen,Wie ändere ich den Klingelton auf FuriOS?,"Warnton, Benachrichtigungston, Systemtöne","Gehen Sie zu Einstellungen > Audio > Warnton. Wählen Sie aus: Keine, Klick, String, Swing oder Summen.",yes
303,de,Allgemein,Wie teste ich meine Lautsprecher auf FuriOS?,"Lautsprecher testen, Lautsprecher-Test, Audio-Test",Gehen Sie zu Einstellungen > Sound und tippen Sie auf Test... neben Ausgabe. Ein Popup wird angezeigt das Ihnen erlaubt jeden Lautsprecher zu testen.,yes
304,de,Einstellungen,Wie ändere ich den Energiesparmodus auf FuriOS?,"Energiesparmodus, Leistungsmodus, Batteriesparmonitor, Energiesparen","Gehen Sie zu Einstellungen > Energie. Wählen Sie aus: Leistung  (hohe Leistung und Energieverbrauch), Ausgeglichen (Standard) oder Energiesparen (reduzierte Leistung und Energieverbrauch).",yes
305,de,Allgemein,Wie schalte ich die Akku anzeige ein ?,"Batterieprozentsatz, Batteriestand, Prozentsatz anzeigen",Gehen Sie zu Einstellungen > Energie und schalten Sie die (Show Battery Percentage) anzeigen ein um den genauen Ladestand in der oberen Leiste anzuzeigen.,yes
306,de,FuriOS / FuriPhone,Wie aktiviere ich automatische Bildschirmhelligkeit auf FuriOS?,"automatische Helligkeit, automatische Helligkeit, adaptive Helligkeit",Gehen Sie zu Einstellungen > Energie > Power Savings und schalten Sie Automatische Bildschirmhelligkeit ein um die Bildschirmhelligkeit basierend auf dem Umgebungslicht anzupassen.,yes
307,de,Einstellungen,Was ist Batman-Energieverwaltung?,"Batman, Batman-Energie, Energieverwaltung",Batman ist die fortgeschrittene Energieverwaltung für FuriOS. Gehen Sie zu Einstellungen > Energie > PowerSavings Batman-Energieverwaltung um auf Batman Power Saving Options für fortgeschrittene Energiekontrolle zuzugreifen.,yes
308,de,Allgemein,Wie ändere ich die Verzögerung zum Bildschirm ausschalten auf FuriOS?,"Bildschirm-Timeout, Bildschirm ausschalten, Auto aus",Gehen Sie zu Einstellungen > Energie > Power Savings und passen Sie Bildschirm automatisch ausschalten an. Stellen Sie die Verzögerung (z.B. 5 Minuten) ein für wie lange der Bildschirm nach Inaktivität ausgeschaltet wird.,yes
309,de,Einstellungen,Wie ändere ich das Theme auf FuriOS?,"Theme, dunkler Modus, heller Modus, Erscheinungsbild",Gehen Sie zu Einstellungen > Erscheinungsbild. Unter Stil wählen Sie Standard oder Dunkelmodus.,yes
310,de,Allgemein,Wie ändere ich die Akzentfarbe auf FuriOS?,"Akzentfarbe, Theme-Farbe, Farbschema",Gehen Sie zu Einstellungen > Erscheinungsbild und wählen Sie eine Akzentfarbe aus der Farbpalette um die System-Hervorhebungsfarbe anzupassen.,yes
311,de,Allgemein,Wie ändere ich das Hintergrundbild auf FuriOS?,"Hintergrundbild, Hintergrundbild, Startbildschirm-Hintergrundbild",Gehen Sie zu Einstellungen > Erscheinungsbild und tippen Sie auf + Bild hinzufügen... unter Hintergrundbild um ein benutzerdefiniertes Hintergrund-Bild auszuwählen.,yes
312,de,FuriOS / FuriPhone,Wie zeige ich installierte Apps auf FuriOS an?,"installierte Apps, App-Liste, Apps",Gehen Sie zu Einstellungen > Apps. Sie sehen eine suchbare Liste aller installierten Anwendungen. Tippen Sie auf eine App um ihre Details und Berechtigungen anzuzeigen.,yes
313,de,Android-Apps,Wie stelle ich Standard-Apps auf FuriOS ein?,"Standard-Apps, Standard-Browser, Standard-E-Mail","Gehen Sie zu Einstellungen > Apps > Vorgabe Anwendung. Hier können Sie Standard-Apps einstellen für: Web, Mail, Kalender, Musik, Video, Fotos, Anrufe und SMS.",yes
314,de,Einstellungen,Wie konfiguriere ich Autoplay für Wechselmedien auf FuriOS?,"Media-Autostart, Autoplay, Wechselmedien","Gehen Sie zu Einstellungen > Anwendungen > Vorgabe Anwendung und scrollen Sie zu Wechselmedien. Schalten Sie Media-Autostart um und stellen Sie Aktionen für CD Audio, DVD Video, Musik-Player, Fotos, Software und andere Medientypen ein.",yes
315,de,Android-Apps,Wie verberge ich eine App im App-Gitter auf FuriOS?,"App verbergen, aus Launcher entfernen, aus Gitter verbergen","Gehen Sie zu Einstellungen > Anwendungen, wählen Sie die App und schalten Sie Im App-Gitter verbergen ein um sie aus dem App-Gitter zu entfernen.",yes
316,de,Allgemein,Wie aktiviere ich Nicht-Stören auf FuriOS?,"Nicht-Stören, DND, stiller Modus",Gehen Sie zu Einstellungen > Benachrichtigungen und schalten Sie Nicht-Stören ein um Benachrichtigungen zu stummschalten.,yes
317,de,Einstellungen,Wie konfiguriere ich App-Benachrichtigungen auf FuriOS?,"App-Benachrichtigungen, Benachrichtigungseinstellungen, Benachrichtigungsbanner","Gehen Sie zu Einstellungen > Benachrichtigungen und wählen Sie eine App. Sie können konfigurieren: In Benachrichtigungsliste anzeigen, Sound, Banner anzeigen, Inhalt anzeigen und Sperrbildschirm-Einstellungen für jede App.",yes
318,de,Allgemein,Wie füge ich ein Google-Konto auf FuriOS hinzu?,"Google-Konto, Google hinzufügen, Gmail","Gehen Sie zu Einstellungen > Online-Konten und tippen Sie auf Google. Melden Sie sich mit Ihrem Browser an um E-Mail, Kalender, Kontakte und Dateien zu verbinden.",yes
